0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
KLI|KLI|||Kota Koli|Kota Koli|||Kota Koli|Kota Koli
KLK|KLK|Калокол|Калокол|Kalokol|Kalokol|Калокол|Калокол|Kalokol|Kalokol
KLL|KLL|||Levelock|Levelock|||Levelock|Levelock
KLM|KLM|||Kalaleh|Kalaleh|||Kalaleh|Kalaleh
KLN|KLN|||Larsen SPB|Larsen SPB|||Larsen Bay|Larsen Bay
KLO|KLO|Калибо|Калибо|Kalibo|Kalibo|Калибо|Калибо|Kalibo|Kalibo
KLP|KLP|||Kelp Bay|Kelp Bay|||Kelp Bay|Kelp Bay
KLQ|KLQ|Келуанг|Келуанг|Keluang|Keluang|Келуанг|Келуанг|Keluang|Keluang
KLR|KLR|Калмар|Калмар|Kalmar|Kalmar|Калмар|Калмар|Kalmar|Kalmar
KLS|KLS|||Longview|Longview|||Kelso|Kelso
KLT|KLT|Кайзерслаутерн|Кайзерслаутерн|Kaiserslautern|Kaiserslautern|Кайзерслаутен|Кайзерслаутен|Kaiserslautern|Kaiserslautern
KLU|KLU|||Alpe Adria|Alpe Adria|Клагенфурт|Клагенфурт|Klagenfurt|Klagenfurt
KLV|KLV|Карловы Вары|Карловы Вары|Karlovy Vary|Karlovy Vary|Карловы-Вары|Карловы-Вары|Karlovy Vary|Karlovy Vary
KLW|KLW|||Klawock|Klawock|||Klawock|Klawock
KLX|KLX|Каламата|Каламата|Kalamata|Kalamata|Каламата|Каламата|Kalamata|Kalamata
KLY|KLY|Калима|Калима|Kalima|Kalima|Калима|Калима|Kalima|Kalima
KLZ|KLZ|Кляйнзи|Кляйнзи|Kleinzee|Kleinzee|Кляйнзи|Кляйнзи|Kleinzee|Kleinzee
KMA|KMA|Керема|Керема|Kerema|Kerema|Керема|Керема|Kerema|Kerema
KMB|KMB|Койнамбе|Койнамбе|Koinambe|Koinambe|Койнамбе|Койнамбе|Koinambe|Koinambe
KMC|KMC|||King Khalid Military|King Khalid Military|||King Khalid Mil. City|King Khalid Mil. City
KMD|KMD|Манджи|Манджи|Mandji|Mandji|Манджи|Манджи|Mandji|Mandji
KME|KME|Камембе|Камембе|Kamembe|Kamembe|Камембе|Камембе|Kamembe|Kamembe
KMF|KMF|Камина|Камина|Kamina|Kamina|Камина|Камина|Kamina|Kamina
KMG|KMG|Кунминг|Кунминг|Kunming|Kunming|Кунминг|Кунминг|Kunming|Kunming
KMH|KMH|Куруман|Куруман|Kuruman|Kuruman|Куруман|Куруман|Kuruman|Kuruman
KMI|KMI|Миядзаки|Миядзаки|Miyazaki|Miyazaki|Миядзаки|Миядзаки|Miyazaki|Miyazaki
KMJ|KMJ|Кумамото|Кумамото|Kumamoto|Kumamoto|Кумамото|Кумамото|Kumamoto|Kumamoto
KMK|KMK|Макабана|Макабана|Makabana|Makabana|Макабана|Макабана|Makabana|Makabana
KML|KML|||Kamileroi|Kamileroi|||Kamileroi|Kamileroi
KMM|KMM|Кимам|Кимам|Kimam|Kimam|Кимам|Кимам|Kimam|Kimam
KMN|KMN|Камина|Камина|Kamina|Kamina|Камина|Камина|Kamina|Kamina
KMO|KMO|||Manokotak SPB|Manokotak SPB|||Manokotak|Manokotak
KMP|KMP|||J.G.H. Van Der Wath|J.G.H. Van Der Wath|Китмансхуп|Китмансхуп|Keetmanshoop|Keetmanshoop
KMQ|KMQ|Коматсу|Коматсу|Komatsu|Komatsu|Коматсу|Коматсу|Komatsu|Komatsu
KMR|KMR|Каримуи|Каримуи|Karimui|Karimui|Каримуи|Каримуи|Karimui|Karimui
KMS|KMS|Кумаси|Кумаси|Kumasi|Kumasi|Кумаси|Кумаси|Kumasi|Kumasi
KMT|KMT|Кампот|Кампот|Kampot|Kampot|Кампот|Кампот|Kampot|Kampot
KMU|KMU|Кисмайо|Кисмайо|Kismayu|Kismayu|Кисмайо|Кисмайо|Kismayu|Kismayu
KMV|KMV|Калемьо|Калемьо|Kalemyo|Kalemyo|Калемьо|Калемьо|Kalemyo|Kalemyo
KMW|KMW|Кострома|Кострома|Kostroma|Kostroma|Кострома|Кострома|Kostroma|Kostroma
KMX|KMX|||Khamis Mushait|Khamis Mushait|||Khamis Mushait|Khamis Mushait
KMY|KMY|||Moser Bay|Moser Bay|||Moser Bay|Moser Bay
KMZ|KMZ|||Kaoma|Kaoma|||Kaoma|Kaoma
KNA|KNA|Вина дель Мар|Вина дель Мар|Vina del Mar|Vina del Mar|Винья-дель-Мар|Винья-дель-Мар|Vina del Mar|Vina del Mar
KNB|KNB|Канаб|Канаб|Kanab|Kanab|Канаб|Канаб|Kanab|Kanab
KND|KND|Кинду|Кинду|Kindu|Kindu|Кинду|Кинду|Kindu|Kindu
KNE|KNE|Канайндж|Канайндж|Kanainj|Kanainj|Канайндж|Канайндж|Kanainj|Kanainj
KNF|KNF|||Marham RAF|Marham RAF|||Kings Lynn|Kings Lynn
KNG|KNG|Каймана|Каймана|Kaimana|Kaimana|Каймана|Каймана|Kaimana|Kaimana
KNH|KNH|||Shang-Yi|Shang-Yi|Кинмень|Кинмень|Kinmen|Kinmen
KNI|KNI|||Katanning|Katanning|||Katanning|Katanning
KNJ|KNJ|Киндамба|Киндамба|Kindamba|Kindamba|Киндамба|Киндамба|Kindamba|Kindamba
KNK|KNK|||Kakhonak|Kakhonak|||Kakhonak|Kakhonak
KNL|KNL|||Kelanoa|Kelanoa|||Kelanoa|Kelanoa
KNM|KNM|Каниама|Каниама|Kaniama|Kaniama|Каниама|Каниама|Kaniama|Kaniama
KNN|KNN|Канкан|Канкан|Kankan|Kankan|Канкан|Канкан|Kankan|Kankan
KNO|KNO|||Knokke/Het Zoute|Knokke/Het Zoute|||Knokke/Het Zoute|Knokke/Het Zoute
KNP|KNP|||Capanda|Capanda|||Capanda|Capanda
KNQ|KNQ|Коне|Коне|Kone|Kone|Коне|Коне|Kone|Kone
KNR|KNR|||Jam|Jam|Канган|Канган|Kangan|Kangan
KNS|KNS|||King Island|King Island|Кинг-Айленд|Кинг-Айленд|King Island, Tasmania|King Island, Tasmania
KNT|KNT|||Municipal|Municipal|||Kennett|Kennett
KNU|KNU|Канпур|Канпур|Kanpur|Kanpur|Канпур|Канпур|Kanpur|Kanpur
KNV|KNV|||Knights Inlet|Knights Inlet|||Knights Inlet|Knights Inlet
KNW|KNW|||New Stuyahok|New Stuyahok|||New Stuyahok|New Stuyahok
KNX|KNX|Кунунурра|Кунунурра|Kununurra|Kununurra|Кунунурра|Кунунурра|Kununurra|Kununurra
KNY|KNY|||Kinoosao|Kinoosao|||Kinoosao|Kinoosao
KNZ|KNZ|Кеньеба|Кеньеба|Kenieba|Kenieba|Кеньеба|Кеньеба|Kenieba|Kenieba
KOA|KOA|||Kona International Airport|Kona International Airport|||Kona|Kona
KOB|KOB|Кутаба|Кутаба|Koutaba|Koutaba|Кутаба|Кутаба|Koutaba|Koutaba
KOC|KOC|Кумак|Кумак|Koumac|Koumac|Кумак|Кумак|Koumac|Koumac
KOD|KOD|Котабангун|Котабангун|Kotabangun|Kotabangun|Котабангун|Котабангун|Kotabangun|Kotabangun
KOE|KOE|||Eltari|Eltari|||Kupang|Kupang
KOF|KOF|||Komatipoort|Komatipoort|||Komatipoort|Komatipoort
KOG|KOG|Кхонг|Кхонг|Khong|Khong|Кхонг|Кхонг|Khong|Khong
KOH|KOH|||Koolatah|Koolatah|||Koolatah|Koolatah
KOI|KOI|||Orkney Island|Orkney Island|||Orkney Island|Orkney Island
KOJ|KOJ|Кагошима|Кагошима|Kagoshima|Kagoshima|Кагошима|Кагошима|Kagoshima|Kagoshima
KOK|KOK|||Kruunupyy|Kruunupyy|||Kokkola/Pietarsaari|Kokkola/Pietarsaari
KOL|KOL|Кумала|Кумала|Koumala|Koumala|Кумала|Кумала|Koumala|Koumala
KOM|KOM|Комо-Манда|Комо-Манда|Komo-Manda|Komo-Manda|Комо-Манда|Комо-Манда|Komo-Manda|Komo-Manda
KON|KON|Контум|Контум|Kontum|Kontum|Контум|Контум|Kontum|Kontum
KOO|KOO|Конголо|Конголо|Kongolo|Kongolo|Конголо|Конголо|Kongolo|Kongolo
KOP|KOP|Накхон-Пханом|Накхон-Пханом|Nakhon Phanom|Nakhon Phanom|Накхон Патхом|Накхон Патхом|Nakhon Phanom|Nakhon Phanom
KOQ|KOQ|||Koethen|Koethen|||Koethen|Koethen
KOR|KOR|Кокоро|Кокоро|Kokoro|Kokoro|Кокоро|Кокоро|Kokoro|Kokoro
KOS|KOS|||Sihanoukville|Sihanoukville|||Sihanoukville|Sihanoukville
KOT|KOT|||Kotlik|Kotlik|||Kotlik|Kotlik
KOU|KOU|Куламуту|Куламуту|Koulamoutou|Koulamoutou|Куламуту|Куламуту|Koulamoutou|Koulamoutou
KOV|KOV|Кокшетау|Кокшетау|Kokshetau|Kokshetau|Кокшетау|Кокшетау|Kokshetau|Kokshetau
KOW|KOW|Ганчжоу|Ганчжоу|Ganzhou|Ganzhou|Ганьчжоу|Ганьчжоу|Ganzhou|Ganzhou
KOX|KOX|Коконао|Коконао|Kokonao|Kokonao|Коконао|Коконао|Kokonao|Kokonao
KOY|KOY|||Olga Bay SPB|Olga Bay SPB|||Olga Bay|Olga Bay
KOZ|KOZ|||Ouzinkie SPB|Ouzinkie SPB|||Ouzinkie|Ouzinkie
KPA|KPA|Копьяго|Копьяго|Kopiago|Kopiago|Копьяго|Копьяго|Kopiago|Kopiago
KPB|KPB|||Point Baker SPB|Point Baker SPB|||Point Baker|Point Baker
KPC|KPC|||Port Clarence|Port Clarence|||Port Clarence|Port Clarence
KPD|KPD|||King Of Prussia|King Of Prussia|||King Of Prussia|King Of Prussia
KPE|KPE|Япсией|Япсией|Yapsiei|Yapsiei|Япсией|Япсией|Yapsiei|Yapsiei
KPF|KPF|||Kondubol|Kondubol|||Kondubol|Kondubol
KPG|KPG|Курупунг|Курупунг|Kurupung|Kurupung|Курупунг|Курупунг|Kurupung|Kurupung
KPH|KPH|||Pauloff Harbor SPB|Pauloff Harbor SPB|||Pauloff Harbor|Pauloff Harbor
KPI|KPI|||Kapit|Kapit|||Kapit|Kapit
KPK|KPK|||Parks SPB|Parks SPB|||Parks|Parks
KPL|KPL|||Kapal|Kapal|||Kapal|Kapal
KPM|KPM|Компиам|Компиам|Kompiam|Kompiam|Компиам|Компиам|Kompiam|Kompiam
KPN|KPN|||Kipnuk SPB|Kipnuk SPB|||Kipnuk|Kipnuk
KPO|KPO|Пхохан|Пхохан|Pohang|Pohang|Пхохан|Пхохан|Pohang|Pohang
KPP|KPP|||Kalpowar|Kalpowar|||Kalpowar|Kalpowar
KPR|KPR|||Port Williams SPB|Port Williams SPB|||Port Williams|Port Williams
KPS|KPS|||Kempsey|Kempsey|||Kempsey|Kempsey
KPT|KPT|||Jackpot|Jackpot|||Jackpot|Jackpot
KPV|KPV|||Perryville SPB|Perryville SPB|||Perryville|Perryville
KPY|KPY|||Port Bailey SPB|Port Bailey SPB|||Port Bailey|Port Bailey
KQA|KQA|Акутан|Акутан|Akutan|Akutan|Акутан|Акутан|Akutan|Akutan
KQB|KQB|||Koonibba|Koonibba|||Koonibba|Koonibba
KQL|KQL|Кол|Кол|Kol|Kol|Кол|Кол|Kol|Kol
KRA|KRA|||Kerang|Kerang|||Kerang|Kerang
KRB|KRB|||Karumba|Karumba|||Karumba|Karumba
KRC|KRC|||Kerinci|Kerinci|||Kerinci|Kerinci
KRD|KRD|||Kurundi|Kurundi|||Kurundi|Kurundi
KRE|KRE|||Kirundo|Kirundo|||Kirundo|Kirundo
KRF|KRF|Крамфорс|Крамфорс|Kramfors|Kramfors|Крамфорс|Крамфорс|Kramfors|Kramfors
KRG|KRG|Карасабаи|Карасабаи|Karasabai|Karasabai|Карасабаи|Карасабаи|Karasabai|Karasabai
KRI|KRI|Кикори|Кикори|Kikori|Kikori|Кикори|Кикори|Kikori|Kikori
KRJ|KRJ|Каравари|Каравари|Karawari|Karawari|Каравари|Каравари|Karawari|Karawari
KRK|KRK|||J. Paul Ii Balice Intl|J. Paul Ii Balice Intl|Краков|Краков|Krakow|Krakow
KRL|KRL|Корла|Корла|Korla|Korla|Корла|Корла|Korla|Korla
KRM|KRM|Каранамбо|Каранамбо|Karanambo|Karanambo|Каранамбо|Каранамбо|Karanambo|Karanambo
KRN|KRN|Кируна|Кируна|Kiruna|Kiruna|Кируна|Кируна|Kiruna|Kiruna
KRO|KRO|Курган|Курган|Kurgan|Kurgan|Курган|Курган|Kurgan|Kurgan
KRP|KRP|Каруп|Каруп|Karup|Karup|Каруп|Каруп|Karup|Karup
KRQ|KRQ|Краматорск|Краматорск|Kramatorsk|Kramatorsk|Краматорск|Краматорск|Kramatorsk|Kramatorsk
KRR|KRR|Пашковский|Пашковский|Pashkovsky|Pashkovsky|Краснодар|Краснодар|Krasnodar|Krasnodar
KRS|KRS|||Kjevik|Kjevik|Кристиансенд|Кристиансенд|Kristiansand|Kristiansand
KRT|KRT|||Civil|Civil|Хартум|Хартум|Khartoum|Khartoum
KRU|KRU|||Kerau|Kerau|||Kerau|Kerau
KRV|KRV|Керио-Валлей|Керио-Валлей|Kerio Valley|Kerio Valley|Керио-Валлей|Керио-Валлей|Kerio Valley|Kerio Valley
KRW|KRW|||Turkmanbashi|Turkmanbashi|||Turkmenbashi|Turkmenbashi
KRX|KRX|Кар-Кар|Кар-Кар|Kar Kar|Kar Kar|Кар-Кар|Кар-Кар|Kar Kar|Kar Kar
KRY|KRY|Карамей|Карамей|Karamay|Karamay|Карамай|Карамай|Karamay|Karamay
KRZ|KRZ|Кири|Кири|Kiri|Kiri|Кири|Кири|Kiri|Kiri
KSA|KSA|||Kosrae|Kosrae|||Kosrae|Kosrae
KSB|KSB|Касаномбе|Касаномбе|Kasanombe|Kasanombe|Касаномбе|Касаномбе|Kasanombe|Kasanombe
KSC|KSC|||Barca|Barca|Косице|Косице|Kosice|Kosice
KSD|KSD|Карлстад|Карлстад|Karlstad|Karlstad|Карлстад|Карлстад|Karlstad|Karlstad
KSE|KSE|Касесе|Касесе|Kasese|Kasese|Касесе|Касесе|Kasese|Kasese
KSF|KSF|||Kassel-Calden|Kassel-Calden|Кассел|Кассел|Kassel|Kassel
KSG|KSG|Кисенгам|Кисенгам|Kisengan|Kisengan|Кисенгам|Кисенгам|Kisengan|Kisengan
KSH|KSH|Керманшах|Керманшах|Kermanshah|Kermanshah|Керманшах|Керманшах|Kermanshah|Kermanshah
KSI|KSI|Киссидугу|Киссидугу|Kissidougou|Kissidougou|Киссидугу|Киссидугу|Kissidougou|Kissidougou
KSJ|KSJ|||Kasos Island|Kasos Island|||Kasos Island|Kasos Island
KSK|KSK|Карлскуга|Карлскуга|Karlskoga|Karlskoga|Карлскуга|Карлскуга|Karlskoga|Karlskoga
KSL|KSL|Кассала|Кассала|Kassala|Kassala|Кассала|Кассала|Kassala|Kassala
KSM|KSM|||Saint Marys|Saint Marys|||Saint Marys|Saint Marys
KSN|KSN|Костанай|Костанай|Kostanay|Kostanay|Костанай|Костанай|Kostanay|Kostanay
KSO|KSO|||Aristoteles Airport|Aristoteles Airport|Кастория|Кастория|Kastoria|Kastoria
KSP|KSP|Косипе|Косипе|Kosipe|Kosipe|Косипе|Косипе|Kosipe|Kosipe
KSQ|KSQ|Карши|Карши|Karshi|Karshi|Карши|Карши|Karshi|Karshi
KSR|KSR|||Federal No 1|Federal No 1|||Sandy River|Sandy River
KSS|KSS|Сикассо|Сикассо|Sikasso|Sikasso|Сикассо|Сикассо|Sikasso|Sikasso
KST|KST|Кости|Кости|Kosti|Kosti|Кости|Кости|Kosti|Kosti
KSU|KSU|||Kvernberget|Kvernberget|Кистиансанд|Кистиансанд|Kristiansund|Kristiansund
KSV|KSV|||Springvale|Springvale|||Springvale|Springvale
KSW|KSW|Кирьят-Шемона|Кирьят-Шемона|Kiryat Shmona|Kiryat Shmona|Кирьят-Шемона|Кирьят-Шемона|Kiryat Shmona|Kiryat Shmona
KSX|KSX|Ясуру|Ясуру|Yasuru|Yasuru|Ясуру|Ясуру|Yasuru|Yasuru
KSY|KSY|Карс|Карс|Kars|Kars|Карс|Карс|Kars|Kars
KSZ|KSZ|Котлас|Котлас|Kotlas|Kotlas|Котлас|Котлас|Kotlas|Kotlas
KTA|KTA|Каррата|Каррата|Karratha|Karratha|Каррата|Каррата|Karratha|Karratha
KTB|KTB|||Thorne Bay|Thorne Bay|||Thorne Bay|Thorne Bay
KTC|KTC|||Katiola|Katiola|||Katiola|Katiola
KTD|KTD|||Kitadaito|Kitadaito|||Kitadaito|Kitadaito
KTE|KTE|Кертех|Кертех|Kerteh|Kerteh|Кертех|Кертех|Kerteh|Kerteh
KTF|KTF|Такака|Такака|Takaka|Takaka|Такака|Такака|Takaka|Takaka
KTG|KTG|||Ketapang|Ketapang|||Ketapang|Ketapang
KTH|KTH|||SPB|SPB|||Tikchik|Tikchik
KTI|KTI|Кратье|Кратье|Kratie|Kratie|Кратье|Кратье|Kratie|Kratie
KTK|KTK|Кануа|Кануа|Kanua|Kanua|Кануа|Кануа|Kanua|Kanua
KTL|KTL|Китале|Китале|Kitale|Kitale|Китале|Китале|Kitale|Kitale
KTM|KTM|||Tribhuvan|Tribhuvan|Катманду|Катманду|Kathmandu|Kathmandu
KTN|KTN|||International|International|||Ketchikan|Ketchikan
KTO|KTO|Като|Като|Kato|Kato|Като|Като|Kato|Kato
KTP|KTP|||Tinson|Tinson|Кингстоун|Кингстоун|Kingston|Kingston
KTQ|KTQ|||Kitee|Kitee|||Kitee|Kitee
KTR|KTR|||Tindal|Tindal|Кэтрин|Кэтрин|Katherine|Katherine
KTS|KTS|||Brevig Mission|Brevig Mission|||Teller Mission|Teller Mission
KTT|KTT|Киттила|Киттила|Kittila|Kittila|Киттила|Киттила|Kittila|Kittila
KTU|KTU|Кота|Кота|Kota|Kota|Мота|Мота|Kota|Kota
KTV|KTV|||Kamarata|Kamarata|||Kamarata|Kamarata
KTW|KTW|||Pyrzowice|Pyrzowice|Катовице|Катовице|Katowice|Katowice
KTX|KTX|Кутиала|Кутиала|Koutiala|Koutiala|Кутиала|Кутиала|Koutiala|Koutiala
KTY|KTY|||Katukurunda Slaf Base|Katukurunda Slaf Base|||Katukurunda|Katukurunda
KTZ|KTZ|||Kwun Tong|Kwun Tong|||Kwun Tong|Kwun Tong
KUA|KUA|Куантан|Куантан|Kuantan|Kuantan|Куантан|Куантан|Kuantan|Kuantan
KUC|KUC|Куриа|Куриа|Kuria|Kuria|Куриа|Куриа|Kuria|Kuria
KUD|KUD|||Kudat|Kudat|||Kudat|Kudat
KUE|KUE|Кукунди|Кукунди|Kukundu|Kukundu|Кукунди|Кукунди|Kukundu|Kukundu
KUF|KUF|Курумоч|Курумоч|Kurumoch|Kurumoch|Самара|Самара|Samara|Samara
KUG|KUG|Кубин-Айленд|Кубин-Айленд|Kubin Island|Kubin Island|Кубин-Айленд|Кубин-Айленд|Kubin Island|Kubin Island
KUH|KUH|Куширо|Куширо|Kushiro|Kushiro|Куширо|Куширо|Kushiro|Kushiro
KUI|KUI|Кавау-Айленд|Кавау-Айленд|Kawau Island|Kawau Island|Кавау-Айленд|Кавау-Айленд|Kawau Island|Kawau Island
KUJ|KUJ|Кушимото|Кушимото|Kushimoto|Kushimoto|Кушимото|Кушимото|Kushimoto|Kushimoto
KUK|KUK|||Kasigluk|Kasigluk|||Kasigluk|Kasigluk
KUL|KUL|||Kuala Lumpur International Airport (klia)|Kuala Lumpur International Airport (klia)|Куала-Лумпур|Куала-Лумпур|Kuala Lumpur|Kuala Lumpur
KUM|KUM|||Yakushima|Yakushima|||Yakushima|Yakushima
KUN|KUN|Каунас|Каунас|Kaunas|Kaunas|Каунас|Каунас|Kaunas|Kaunas
KUO|KUO|Куопио|Куопио|Kuopio|Kuopio|Куопио|Куопио|Kuopio|Kuopio
KUP|KUP|Купиано|Купиано|Kupiano|Kupiano|Купиано|Купиано|Kupiano|Kupiano
KUQ|KUQ|Кури|Кури|Kuri|Kuri|Кури|Кури|Kuri|Kuri
KUR|KUR|||Kuran-O-Munjan|Kuran-O-Munjan|||Kuran-O-Munjan|Kuran-O-Munjan
KUS|KUS|||Kulusuk|Kulusuk|||Kulusuk|Kulusuk
KUT|KUT|Кутаиси|Кутаиси|Kopitnari|Kopitnari|Кутаиси|Кутаиси|Kutaisi|Kutaisi
KUU|KUU|||Kullu Manali|Kullu Manali|||Bhuntar Kullu.|Bhuntar Kullu.
KUV|KUV|||Gunsan|Gunsan|||Gunsan|Gunsan
KUW|KUW|||Kugururok River|Kugururok River|||Kugururok River|Kugururok River
KUX|KUX|||Kuyol|Kuyol|||Kuyol|Kuyol
KUY|KUY|||Kamusi Airport|Kamusi Airport|Кугурурок-Ривер, шт. Аляска|Кугурурок-Ривер, шт. Аляска|Kamusi|Kamusi
KUZ|KUZ|||Gunsan Airbase|Gunsan Airbase|||Gunsan AB|Gunsan AB
KVA|KVA|||Megas Alexandros International|Megas Alexandros International|Кавала|Кавала|Kavala|Kavala
KVB|KVB|Сковде|Сковде|Skovde|Skovde|Сковде|Сковде|Skovde|Skovde
KVC|KVC|||King Cove|King Cove|||King Cove|King Cove
KVD|KVD|Гянджа|Гянджа|Gyandzha|Gyandzha|Гянджа|Гянджа|Gyandzha|Gyandzha
KVE|KVE|Китава|Китава|Kitava|Kitava|Китава|Китава|Kitava|Kitava
KVG|KVG|Кавьенг|Кавьенг|Kavieng|Kavieng|Кавьенг|Кавьенг|Kavieng|Kavieng
KVK|KVK|Кировск|Кировск|Kirovsk|Kirovsk|Кировск|Кировск|Kirovsk|Kirovsk
KVL|KVL|||Kivalina|Kivalina|||Kivalina|Kivalina
KVU|KVU|Королеву|Королеву|Korolevu|Korolevu|Королеву|Королеву|Korolevu|Korolevu
KVX|KVX|Киров|Киров|Kirov|Kirov|Киров|Киров|Kirov|Kirov
KWA|KWA|||Kwajalein|Kwajalein|||Kwajalein|Kwajalein
KWB|KWB|||Karimunjawa|Karimunjawa|||Karimunjawa|Karimunjawa
KWD|KWD|Каваджиа|Каваджиа|Kawadjia|Kawadjia|Каваджиа|Каваджиа|Kawadjia|Kawadjia
KWE|KWE|Гуйян|Гуйян|Guiyang|Guiyang|Гуйянг|Гуйянг|Guiyang|Guiyang
KWF|KWF|||Waterfall SPB|Waterfall SPB|||Waterfall|Waterfall
KWG|KWG|Кривой Рог|Кривой Рог|Krivoy Rog|Krivoy Rog|Кривой Рог|Кривой Рог|Krivoy Rog|Krivoy Rog
KWH|KWH|Хвахан|Хвахан|Khwahan|Khwahan|Хвахан|Хвахан|Khwahan|Khwahan
KWI|KWI|||Kuwait International|Kuwait International|||Kuwait City|Kuwait City
KWJ|KWJ|Гванджу|Гванджу|Gwangju|Gwangju|Гванджу|Гванджу|Gwangju|Gwangju
KWK|KWK|||Kwigillingok|Kwigillingok|||Kwigillingok|Kwigillingok
KWL|KWL|Гуйлинь|Гуйлинь|Guilin|Guilin|Гуйлинь|Гуйлинь|Guilin|Guilin
KWM|KWM|||Kowanyama|Kowanyama|||Kowanyama|Kowanyama
KWN|KWN|||Kwinhagak|Kwinhagak|||Quinhagak|Quinhagak
KWO|KWO|Кавито|Кавито|Kawito|Kawito|Кавито|Кавито|Kawito|Kawito
KWP|KWP|||Village SPB|Village SPB|||West Point|West Point
KWR|KWR|Квай-Харбор|Квай-Харбор|Kwai Harbour|Kwai Harbour|Квай-Харбор|Квай-Харбор|Kwai Harbour|Kwai Harbour
KWS|KWS|||Kwailabesi Aerodrom|Kwailabesi Aerodrom|||Kwailabesi|Kwailabesi
KWT|KWT|||Kwethluk|Kwethluk|||Kwethluk|Kwethluk
KWU|KWU|Мансьон-Хаус|Мансьон-Хаус|Mansion House|Mansion House|Мансьон-Хаус|Мансьон-Хаус|Mansion House|Mansion House
KWV|KWV|Курвина|Курвина|Kurwina|Kurwina|Курвина|Курвина|Kurwina|Kurwina
KWX|KWX|Киваи-Айленд|Киваи-Айленд|Kiwai Island|Kiwai Island|Киваи-Айленд|Киваи-Айленд|Kiwai Island|Kiwai Island
KWY|KWY|Кивайю|Кивайю|Kiwayu|Kiwayu|Кивайю|Кивайю|Kiwayu|Kiwayu
KWZ|KWZ|Колвези|Колвези|Kolwezi|Kolwezi|Колвези|Колвези|Kolwezi|Kolwezi
KXA|KXA|||Kasaan SPB|Kasaan SPB|||Kasaan|Kasaan
KXE|KXE|Клерксдорп|Клерксдорп|Klerksdorp|Klerksdorp|Клерксдорп|Клерксдорп|Klerksdorp|Klerksdorp
